student_id,age,gender,category,state,preferred_stream,entrance_exam,entrance_score,board_percentage,extracurricular_score,admission_probability,admission_status,scholarship_eligibility
6588,18,male,sc,telangana,commerce,none,0,94.35,9,0.485,admitted,yes
6589,17,other,sc,bihar,pharmacy,cet,62,62.39,9,0.295,rejected,no
6590,18,female,sc,telangana,science,none,0,67.1,6,0.233,rejected,no
6591,17,other,st,kerala,arts,cet,191,99.53,10,0.671,admitted,yes
6592,20,other,ews,goa,pharmacy,cet,103,61.91,5,0.246,rejected,no
6593,18,female,ews,tripura,agriculture,cet,128,65.31,0,0.197,admitted,no
6594,20,male,general,sikkim,engineering,jee,109,88.56,1,0.371,rejected,no
6595,20,male,ews,bihar,pharmacy,cet,144,89.96,2,0.423,rejected,no
6596,18,other,sc,nagaland,architecture,cet,11,67.22,7,0.259,rejected,no
6597,20,male,general,tamil nadu,law,none,0,91.09,3,0.352,rejected,no
6598,18,male,ews,nagaland,engineering,jee,89,77.2,3,0.311,rejected,no
6599,17,male,obc,madhya pradesh,computer applications,cet,81,82.25,5,0.379,rejected,no
6600,17,other,sc,arunachal pradesh,science,cet,198,93.87,10,0.633,admitted,yes
6601,17,female,ews,madhya pradesh,medical,neet,610,71.15,8,0.709,rejected,no
6602,20,other,sc,manipur,law,none,0,56.76,10,0.23,rejected,no
6603,18,female,general,sikkim,science,none,0,93.14,9,0.476,rejected,no
6604,18,female,general,goa,architecture,none,0,78.67,2,0.244,rejected,no
6605,18,male,ews,goa,pharmacy,cet,149,97.16,4,0.515,admitted,yes
6606,18,female,obc,tripura,science,cet,49,80.13,6,0.36,admitted,no
6607,20,female,general,sikkim,nursing,cet,48,54.97,1,0.086,rejected,no
6608,20,other,general,manipur,agriculture,none,0,65.56,2,0.149,rejected,no
6609,17,other,ews,kerala,commerce,none,0,89.32,10,0.467,admitted,yes
6610,19,other,sc,mizoram,nursing,cet,178,64.52,7,0.352,rejected,no
6611,18,other,sc,bihar,commerce,none,0,91.61,7,0.429,rejected,no
6612,17,other,sc,gujarat,law,none,0,95.92,10,0.515,admitted,yes
6613,20,other,sc,manipur,pharmacy,cet,184,72.07,6,0.393,rejected,no
6614,17,other,ews,karnataka,commerce,cet,105,90.94,0,0.368,rejected,no
6615,17,male,st,chhattisgarh,architecture,cet,77,62.09,7,0.266,admitted,no
6616,17,male,st,maharashtra,medical,neet,412,71.01,3,0.484,rejected,no
6617,18,female,ews,mizoram,architecture,cet,13,87.94,2,0.32,rejected,no
6618,19,male,general,sikkim,nursing,cet,83,58.96,6,0.229,rejected,no
6619,18,female,obc,mizoram,commerce,none,0,66.79,10,0.303,rejected,no
6620,17,male,ews,meghalaya,medical,neet,270,65.78,0,0.296,rejected,no
6621,17,other,general,manipur,pharmacy,cet,93,97.75,6,0.518,rejected,no
6622,20,female,obc,assam,commerce,none,0,74.75,6,0.288,rejected,no
6623,20,male,general,jharkhand,management,none,0,65.88,6,0.224,admitted,no
6624,20,female,st,kerala,commerce,none,0,65.76,8,0.259,admitted,yes
6625,19,other,ews,maharashtra,engineering,cet,161,68.92,3,0.3,rejected,no
6626,19,male,obc,haryana,commerce,none,0,64.17,5,0.193,rejected,no
6627,20,other,st,punjab,computer applications,none,0,65.06,8,0.254,admitted,yes
6628,19,other,st,manipur,engineering,jee,239,71.35,1,0.334,rejected,no
6629,18,other,ews,haryana,agriculture,none,0,84.44,0,0.25,rejected,no
6630,18,male,ews,madhya pradesh,science,cet,86,62.04,3,0.199,rejected,no
6631,18,female,sc,odisha,commerce,cet,154,79.03,7,0.441,admitted,no
6632,17,other,general,andhra pradesh,management,cet,104,87.19,1,0.358,rejected,no
6633,17,female,st,himachal pradesh,nursing,cet,193,59.86,9,0.364,rejected,no
6634,19,female,sc,goa,science,none,0,85.5,9,0.421,rejected,no
6635,20,male,sc,himachal pradesh,agriculture,cet,96,81.35,1,0.31,admitted,no
6636,17,female,sc,nagaland,computer applications,none,0,65.51,6,0.221,rejected,no
6637,17,other,st,goa,engineering,jee,8,79.63,10,0.402,rejected,no
6638,17,male,obc,manipur,arts,none,0,99.53,8,0.507,rejected,no
6639,20,other,obc,jharkhand,commerce,none,0,75.72,6,0.295,rejected,no
6640,18,other,obc,arunachal pradesh,engineering,cet,191,91.35,6,0.537,admitted,yes
6641,18,male,sc,telangana,nursing,cet,108,84.94,6,0.435,admitted,no
6642,17,other,st,meghalaya,computer applications,none,0,88.42,10,0.46,admitted,yes
6643,20,female,general,haryana,agriculture,cet,8,54.42,9,0.2,rejected,no
6644,18,male,obc,maharashtra,architecture,cet,127,95.26,10,0.595,rejected,no
6645,20,female,st,uttar pradesh,management,none,0,58.39,5,0.151,rejected,no
6646,19,female,general,bihar,architecture,cet,54,65.61,5,0.24,rejected,no
6647,17,male,st,tamil nadu,engineering,cet,9,84.12,7,0.38,admitted,no
6648,20,female,st,andhra pradesh,medical,neet,560,66.71,1,0.516,admitted,no
6649,19,female,obc,tamil nadu,agriculture,none,0,72.54,6,0.272,rejected,no
6650,19,female,st,himachal pradesh,architecture,cet,195,69.46,8,0.417,admitted,yes
6651,17,female,sc,haryana,commerce,none,0,95.16,9,0.491,rejected,no
6652,20,female,obc,rajasthan,computer applications,none,0,66.02,7,0.243,rejected,no
6653,20,female,general,chhattisgarh,pharmacy,cet,12,58.78,4,0.144,rejected,no
6654,18,female,ews,bihar,nursing,none,0,56.83,5,0.14,rejected,no
6655,17,other,ews,madhya pradesh,law,cet,106,54.05,1,0.118,rejected,no
6656,20,other,ews,tripura,management,none,0,95.64,1,0.349,rejected,no
6657,20,female,general,himachal pradesh,nursing,none,0,87.1,6,0.378,rejected,no
6658,19,other,ews,manipur,law,none,0,80.35,9,0.383,admitted,yes
6659,19,other,st,karnataka,nursing,cet,69,88.65,10,0.508,rejected,no
6660,17,male,sc,punjab,computer applications,none,0,79.46,1,0.232,rejected,no
6661,17,female,obc,telangana,engineering,cet,198,94.25,5,0.545,admitted,yes
6662,20,other,obc,uttar pradesh,engineering,jee,260,62.97,2,0.305,rejected,no
6663,18,male,obc,gujarat,medical,neet,540,81.75,7,0.721,rejected,no
6664,18,female,general,gujarat,law,none,0,90.79,6,0.405,admitted,yes
6665,19,other,st,tripura,computer applications,cet,19,52.42,10,0.211,admitted,yes
6666,17,other,ews,meghalaya,management,none,0,57.58,5,0.145,rejected,no
6667,17,other,ews,himachal pradesh,management,cet,44,90.26,7,0.449,rejected,no
6668,17,female,ews,himachal pradesh,arts,none,0,51.44,9,0.173,rejected,no
6669,18,male,general,chhattisgarh,engineering,cet,32,90.64,1,0.334,rejected,no
6670,18,male,st,assam,engineering,jee,285,79.05,9,0.566,rejected,no
6671,17,other,ews,jharkhand,medical,neet,234,79.29,3,0.424,admitted,no
6672,18,other,sc,rajasthan,medical,neet,20,78.14,1,0.236,rejected,no
6673,18,male,sc,nagaland,nursing,cet,144,88.87,0,0.379,rejected,no
6674,19,male,obc,andhra pradesh,science,none,0,84.69,6,0.36,rejected,no
6675,19,male,ews,arunachal pradesh,commerce,none,0,62.12,0,0.088,rejected,no
6676,20,other,st,tamil nadu,computer applications,none,0,88.98,0,0.283,rejected,no
6677,20,other,st,rajasthan,science,none,0,84.69,0,0.251,rejected,no
6678,18,other,general,rajasthan,management,none,0,92.51,8,0.453,rejected,no
6679,20,male,ews,tamil nadu,law,none,0,91.91,0,0.304,rejected,no
6680,19,other,sc,mizoram,computer applications,none,0,66.51,3,0.174,rejected,no
6681,17,other,ews,himachal pradesh,commerce,none,0,77.96,4,0.275,rejected,no
6682,18,female,st,meghalaya,agriculture,cet,147,87.7,8,0.517,admitted,yes
6683,19,other,sc,mizoram,management,none,0,68.06,8,0.276,rejected,no
6684,20,female,st,sikkim,commerce,none,0,99.14,6,0.465,admitted,yes
6685,18,male,obc,maharashtra,architecture,cet,73,80.47,10,0.451,rejected,no
6686,17,female,sc,arunachal pradesh,management,none,0,93.72,6,0.426,rejected,no
6687,17,male,general,mizoram,nursing,none,0,82.29,7,0.361,rejected,no
6688,17,male,st,punjab,arts,none,0,53.02,9,0.185,rejected,no
6689,19,female,obc,tripura,nursing,cet,192,87.81,4,0.476,rejected,no
6690,19,other,general,chhattisgarh,computer applications,cet,165,61.84,2,0.233,rejected,no
6691,18,male,st,tamil nadu,law,cet,112,89.04,7,0.485,rejected,no
6692,19,male,obc,andhra pradesh,management,cet,0,62.3,5,0.18,rejected,no
6693,20,other,obc,odisha,pharmacy,cet,177,55.7,4,0.233,rejected,no
6694,20,male,general,himachal pradesh,nursing,cet,12,84.97,0,0.262,rejected,no
6695,17,male,st,bihar,engineering,jee,127,70.2,7,0.359,admitted,no
6696,19,male,obc,himachal pradesh,computer applications,none,0,50.87,8,0.151,admitted,yes
6697,20,male,sc,manipur,computer applications,none,0,95.35,0,0.329,rejected,no
6698,20,other,obc,goa,engineering,jee,252,77.9,4,0.444,admitted,no
6699,18,female,st,manipur,pharmacy,cet,78,79.79,8,0.414,admitted,yes
6700,18,other,obc,odisha,management,none,0,68.95,1,0.155,rejected,no
6701,20,other,st,tamil nadu,agriculture,none,0,67.89,8,0.275,admitted,yes
6702,17,female,sc,manipur,medical,neet,276,57.65,3,0.295,admitted,no
6703,19,other,general,meghalaya,commerce,none,0,54.19,9,0.193,rejected,no
6704,17,male,sc,telangana,pharmacy,cet,188,75.89,9,0.477,rejected,no
6705,20,male,obc,andhra pradesh,architecture,cet,100,83.05,10,0.488,admitted,yes
6706,17,other,sc,punjab,medical,neet,634,78.33,1,0.676,rejected,no
6707,17,female,general,uttar pradesh,computer applications,none,0,99.19,5,0.447,rejected,no
6708,18,female,st,sikkim,law,none,0,86.34,0,0.263,rejected,no
6709,17,female,st,telangana,arts,none,0,92.98,2,0.348,admitted,yes
6710,18,other,general,telangana,computer applications,none,0,51.38,7,0.137,rejected,no
6711,18,male,ews,meghalaya,pharmacy,none,0,53.35,5,0.115,rejected,no
6712,18,other,obc,rajasthan,commerce,none,0,55.83,5,0.133,rejected,no
6713,19,other,obc,jharkhand,law,none,0,82.77,6,0.346,admitted,no
6714,19,other,general,bihar,medical,neet,634,95.56,5,0.7310099999999984,admitted,yes
6715,20,male,obc,assam,agriculture,cet,154,60.11,5,0.267,admitted,no
6716,18,male,general,chhattisgarh,commerce,none,0,93.46,0,0.315,rejected,no
6717,19,male,sc,odisha,arts,none,0,60.61,1,0.095,rejected,no
6718,19,other,st,karnataka,science,none,0,83.83,5,0.336,rejected,no
6719,17,female,obc,sikkim,arts,cet,26,52.6,9,0.199,rejected,no
6720,19,other,ews,himachal pradesh,science,none,0,66.42,5,0.21,rejected,no
6721,20,male,ews,rajasthan,engineering,cet,45,75.81,4,0.29,rejected,no
6722,18,female,obc,telangana,management,none,0,79.05,4,0.283,rejected,no
6723,17,male,st,himachal pradesh,arts,none,0,66.17,1,0.135,rejected,no
6724,18,other,sc,maharashtra,management,none,0,72.61,9,0.327,rejected,no
6725,18,male,obc,maharashtra,science,cet,125,54.26,4,0.187,rejected,no
6726,19,female,obc,tamil nadu,pharmacy,cet,70,69.33,0,0.187,rejected,no
6727,20,other,sc,jharkhand,science,none,0,68.13,1,0.149,admitted,no
6728,19,other,general,karnataka,commerce,cet,149,51.6,10,0.293,rejected,no
6729,17,other,st,rajasthan,nursing,none,0,77.35,8,0.343,admitted,yes
6730,18,female,ews,telangana,pharmacy,cet,158,98.2,4,0.529,rejected,no
6731,19,male,obc,andhra pradesh,engineering,jee,138,76.76,0,0.287,rejected,no
6732,18,male,sc,arunachal pradesh,nursing,cet,108,52.26,1,0.107,rejected,no
6733,19,female,ews,tripura,computer applications,none,0,53.45,4,0.097,rejected,no
6734,19,female,st,kerala,arts,none,0,88.94,4,0.355,rejected,no
6735,18,female,sc,manipur,science,none,0,80.91,7,0.351,rejected,no
6736,19,male,ews,telangana,law,none,0,81.58,4,0.301,rejected,no
6737,18,other,general,karnataka,computer applications,cet,49,91.8,4,0.409,rejected,no
6738,17,female,sc,kerala,law,none,0,57.31,2,0.089,rejected,no
6739,18,male,obc,tamil nadu,science,none,0,99.53,10,0.541,admitted,yes
6740,18,other,general,punjab,science,cet,145,81.65,7,0.454,rejected,no
6741,17,female,sc,odisha,nursing,cet,3,99.05,9,0.521,admitted,yes
6742,20,male,st,jharkhand,science,none,0,78.45,7,0.333,rejected,no
6743,19,female,st,odisha,pharmacy,cet,25,91.21,1,0.334,admitted,yes
6744,17,other,st,sikkim,management,cet,114,77.37,9,0.438,admitted,yes
6745,20,other,obc,telangana,medical,neet,9,61.93,5,0.183,rejected,no
6746,20,male,sc,mizoram,medical,neet,134,95.6,9,0.584,admitted,yes
6747,17,other,general,tamil nadu,commerce,none,0,74.3,3,0.23,rejected,no
6748,17,female,st,sikkim,architecture,cet,56,65.48,9,0.313,admitted,yes
6749,18,other,ews,punjab,agriculture,cet,48,93.4,10,0.529,rejected,no
6750,19,other,sc,maharashtra,arts,none,0,71.94,5,0.25,admitted,no
6751,19,other,obc,kerala,commerce,none,0,65.67,10,0.295,rejected,no
6752,18,female,obc,mizoram,commerce,none,0,88.4,2,0.315,admitted,yes
6753,19,female,st,telangana,computer applications,cet,150,68.04,8,0.377,rejected,no
6754,17,other,st,maharashtra,pharmacy,none,0,68.22,5,0.223,admitted,no
6755,19,other,sc,odisha,architecture,cet,67,93.42,2,0.396,rejected,no
6756,20,other,obc,manipur,science,none,0,87,0,0.268,rejected,no
6757,19,other,sc,mizoram,architecture,cet,178,61.15,8,0.346,rejected,no
6758,18,female,obc,nagaland,commerce,none,0,54.75,10,0.216,rejected,no
6759,18,other,general,arunachal pradesh,agriculture,cet,117,71.45,1,0.252,rejected,no
6760,20,other,sc,bihar,pharmacy,cet,155,74.7,6,0.392,rejected,no
6761,17,male,ews,arunachal pradesh,medical,neet,634,60.89,4,0.58,rejected,no
6762,18,male,st,punjab,architecture,none,0,99.53,9,0.525,admitted,yes
6763,17,other,general,telangana,engineering,jee,136,64.33,2,0.231,rejected,no
6764,20,female,ews,jharkhand,agriculture,none,0,57.28,1,0.071,rejected,no
6765,18,other,obc,arunachal pradesh,arts,none,0,55.86,2,0.078,rejected,no
6766,20,male,st,andhra pradesh,computer applications,none,0,55.73,1,0.059,rejected,no
6767,19,female,sc,kerala,nursing,cet,148,65.58,8,0.358,admitted,yes
6768,19,other,st,mizoram,law,none,0,58.41,0,0.061,rejected,no
6769,19,female,st,himachal pradesh,medical,neet,589,83.08,3,0.691,rejected,no
6770,17,other,obc,meghalaya,engineering,jee,166,82.29,5,0.437,rejected,no
6771,19,male,st,bihar,commerce,none,0,55.51,7,0.167,rejected,no
6772,19,female,sc,odisha,science,cet,115,91.43,8,0.523,admitted,yes
6773,20,female,obc,himachal pradesh,management,none,0,87.97,5,0.366,rejected,no
6774,19,other,general,uttar pradesh,engineering,cet,20,70.35,9,0.324,admitted,yes
6775,20,female,sc,rajasthan,management,none,0,67.74,8,0.274,admitted,yes
6776,20,male,sc,kerala,science,cet,101,59.61,4,0.21,rejected,no
6777,19,other,sc,tripura,medical,neet,131,72.15,4,0.321,admitted,no
6778,18,other,st,uttar pradesh,engineering,cet,85,72.99,6,0.333,rejected,no
6779,17,other,st,goa,computer applications,cet,53,70.01,8,0.326,rejected,no
6780,18,male,general,meghalaya,management,none,0,57.65,2,0.091,rejected,no
6781,20,other,obc,nagaland,agriculture,cet,145,56.1,0,0.141,rejected,no
6782,17,female,ews,jharkhand,pharmacy,cet,118,92.42,2,0.423,rejected,no
6783,18,other,sc,uttar pradesh,architecture,none,0,57.47,5,0.145,rejected,no
6784,19,female,sc,nagaland,engineering,cet,199,93.16,5,0.538,admitted,yes
6785,17,other,ews,punjab,engineering,jee,203,81.77,5,0.458,admitted,no
6786,20,female,st,goa,architecture,cet,177,83.82,10,0.546,admitted,yes
6787,19,female,ews,telangana,pharmacy,cet,57,68.86,5,0.266,admitted,no
6788,17,other,sc,uttar pradesh,computer applications,none,0,57.39,3,0.108,rejected,no
6789,17,male,general,telangana,pharmacy,cet,141,71.47,7,0.377,rejected,no
6790,19,other,st,kerala,engineering,jee,168,80.84,0,0.337,admitted,no
6791,20,male,ews,tripura,architecture,cet,169,74.85,8,0.439,rejected,no
6792,20,other,sc,andhra pradesh,medical,neet,530,94.24,5,0.7310099999999984,rejected,no
6793,20,male,sc,goa,agriculture,cet,149,55.97,5,0.234,rejected,no
6794,17,male,general,nagaland,law,cet,115,86.47,5,0.433,rejected,no
6795,19,female,obc,rajasthan,law,none,0,76.78,0,0.194,rejected,no
6796,17,male,ews,bihar,engineering,cet,162,79.96,1,0.344,rejected,no
6797,17,male,general,haryana,commerce,none,0,58.9,5,0.155,rejected,no
6798,19,male,st,assam,engineering,jee,291,82.52,4,0.504,rejected,no
6799,18,male,st,assam,medical,neet,219,76.16,8,0.482,admitted,yes
6800,19,female,sc,andhra pradesh,pharmacy,cet,39,98.65,2,0.415,rejected,no
6801,20,male,ews,uttar pradesh,law,none,0,80.9,3,0.278,rejected,no
6802,17,male,st,tamil nadu,pharmacy,cet,26,76.27,6,0.317,rejected,no
6803,19,female,ews,meghalaya,computer applications,cet,133,59.9,5,0.252,admitted,no
6804,20,male,obc,andhra pradesh,computer applications,cet,95,57.92,9,0.284,admitted,yes
6805,18,other,st,odisha,agriculture,none,0,73.19,2,0.204,rejected,no
6806,19,other,st,maharashtra,engineering,jee,14,85,7,0.39,rejected,no
6807,18,male,ews,rajasthan,engineering,jee,150,56.04,1,0.163,admitted,no
6808,20,other,sc,madhya pradesh,agriculture,cet,13,94.78,8,0.479,admitted,yes
6809,17,other,obc,andhra pradesh,agriculture,none,0,92.55,0,0.309,rejected,no
6810,20,other,ews,telangana,engineering,cet,87,50.71,8,0.209,rejected,no
6811,20,female,st,tamil nadu,engineering,jee,0,89.37,8,0.431,admitted,yes
6812,20,male,obc,telangana,commerce,none,0,96.58,0,0.338,rejected,no
6813,18,other,obc,nagaland,pharmacy,none,0,80.84,0,0.223,rejected,no
6814,19,female,st,telangana,engineering,jee,51,84.06,5,0.372,rejected,no
6815,18,male,sc,arunachal pradesh,law,none,0,59.16,2,0.102,rejected,no
6816,18,male,ews,karnataka,science,none,0,76.46,3,0.246,rejected,no
6817,20,male,st,himachal pradesh,nursing,none,0,72.34,6,0.271,admitted,no
6818,19,female,ews,madhya pradesh,computer applications,none,0,65.35,7,0.238,rejected,no
6819,19,female,obc,arunachal pradesh,pharmacy,cet,63,74.17,4,0.29,admitted,no
6820,17,female,st,sikkim,medical,neet,634,51.08,8,0.594,rejected,no
6821,20,other,general,haryana,commerce,cet,5,62.09,6,0.2,rejected,no
6822,19,other,st,bihar,science,cet,45,67,2,0.19,rejected,no
6823,20,other,sc,goa,agriculture,cet,173,59.19,1,0.201,admitted,no
6824,17,female,sc,assam,architecture,none,0,57.73,10,0.237,rejected,no
6825,19,other,ews,nagaland,arts,none,0,77.22,0,0.197,rejected,no
6826,19,male,general,telangana,engineering,cet,194,97.38,9,0.638,admitted,yes
6827,19,female,obc,assam,computer applications,cet,100,76.88,10,0.444,admitted,yes
6828,17,female,sc,andhra pradesh,architecture,cet,192,87.37,8,0.545,admitted,yes
6829,18,male,sc,tamil nadu,science,none,0,67.28,7,0.252,rejected,no
6830,18,other,sc,jharkhand,agriculture,cet,142,98.87,9,0.613,admitted,yes
6831,19,male,sc,bihar,computer applications,none,0,67.76,5,0.219,admitted,no
6832,17,male,general,goa,engineering,jee,109,97.02,0,0.414,rejected,no
6833,18,male,ews,nagaland,engineering,jee,209,93.33,7,0.582,rejected,no
6834,19,other,st,assam,engineering,cet,161,91.95,3,0.467,admitted,yes
6835,17,female,st,karnataka,commerce,cet,178,97.85,3,0.521,admitted,yes
6836,20,male,general,uttar pradesh,arts,none,0,93.49,0,0.315,rejected,no
6837,19,other,general,kerala,nursing,cet,83,96.55,10,0.575,admitted,yes
6838,17,male,sc,chhattisgarh,agriculture,cet,20,74.72,10,0.374,rejected,no
6839,17,male,general,punjab,nursing,cet,139,61.55,4,0.25,rejected,no
6840,20,other,sc,kerala,nursing,cet,8,82.94,4,0.317,rejected,no
6841,18,male,ews,karnataka,engineering,jee,169,72.97,5,0.371,rejected,no
6842,20,male,ews,gujarat,computer applications,cet,142,54.3,10,0.308,admitted,yes
6843,18,female,sc,punjab,nursing,cet,105,93.71,10,0.569,rejected,no
6844,18,other,obc,madhya pradesh,architecture,none,0,50.44,6,0.108,rejected,no
6845,18,other,general,madhya pradesh,nursing,cet,164,65.65,3,0.278,rejected,no
6846,19,male,general,punjab,law,cet,162,51.48,9,0.283,rejected,no
6847,17,male,obc,jharkhand,computer applications,none,0,69.09,0,0.138,rejected,no
6848,18,female,sc,nagaland,computer applications,cet,2,55.08,2,0.074,rejected,no
6849,18,female,st,chhattisgarh,science,none,0,87.35,7,0.398,admitted,yes
6850,17,female,sc,manipur,computer applications,none,0,84.38,1,0.267,admitted,no
6851,18,female,ews,kerala,law,none,0,51.13,8,0.153,rejected,no
6852,19,other,general,maharashtra,science,none,0,57.82,1,0.074,rejected,no
6853,19,male,sc,jharkhand,medical,neet,507,57.05,2,0.428,admitted,no
6854,17,other,st,bihar,management,cet,108,89.55,8,0.505,admitted,yes
6855,20,other,general,telangana,computer applications,none,0,79.66,8,0.36,rejected,no
6856,20,other,ews,karnataka,computer applications,none,0,74.67,4,0.251,rejected,no
6857,19,female,ews,punjab,nursing,none,0,94.56,4,0.396,rejected,no
6858,20,female,st,telangana,agriculture,cet,76,62.97,2,0.181,rejected,no
6859,18,female,st,kerala,science,cet,79,64.13,7,0.282,rejected,no
6860,20,male,obc,sikkim,management,none,0,89.8,7,0.416,rejected,no
6861,19,male,general,kerala,science,cet,170,52.02,9,0.292,admitted,yes
6862,19,female,obc,arunachal pradesh,management,none,0,84.94,2,0.29,rejected,no
6863,17,female,general,tamil nadu,law,none,0,77.25,6,0.306,rejected,no
6864,19,female,sc,sikkim,agriculture,cet,182,73.28,9,0.454,rejected,no
6865,20,female,ews,manipur,medical,neet,453,52,7,0.446,admitted,no
6866,20,male,st,sikkim,science,none,0,58.65,0,0.062,rejected,no
6867,18,other,ews,nagaland,architecture,cet,139,66.96,9,0.38,admitted,yes
6868,17,other,ews,rajasthan,pharmacy,cet,97,81.95,3,0.351,admitted,no
6869,19,male,st,arunachal pradesh,agriculture,cet,196,60.4,8,0.352,rejected,no
6870,17,male,general,sikkim,agriculture,cet,143,99.53,3,0.513,rejected,no
6871,17,female,ews,goa,commerce,none,0,96.49,0,0.337,admitted,yes
6872,19,male,sc,uttar pradesh,architecture,none,0,88.42,10,0.46,admitted,yes
6873,20,male,sc,uttar pradesh,computer applications,none,0,84.55,5,0.341,rejected,no
6874,18,other,ews,arunachal pradesh,nursing,cet,70,88.39,5,0.416,admitted,yes
6875,18,male,st,mizoram,arts,none,0,86.02,10,0.443,rejected,no
6876,18,female,general,jharkhand,engineering,jee,258,73.69,6,0.454,admitted,no
6877,18,other,st,gujarat,arts,cet,28,55.22,8,0.202,rejected,no
6878,17,other,ews,uttar pradesh,science,none,0,58.67,9,0.226,rejected,no
6879,19,male,obc,karnataka,engineering,jee,21,92.69,7,0.451,rejected,no
6880,19,male,sc,manipur,science,none,0,95.62,8,0.476,admitted,yes
6881,18,other,general,himachal pradesh,science,none,0,72.27,2,0.198,admitted,no
6882,18,female,st,nagaland,engineering,jee,223,85.72,4,0.482,admitted,yes
6883,20,other,general,gujarat,computer applications,none,0,88.69,1,0.299,admitted,yes
6884,17,female,sc,jharkhand,architecture,cet,134,79.39,4,0.376,admitted,no
6885,17,male,st,odisha,medical,neet,540,54.27,8,0.539,rejected,no
6886,17,male,ews,goa,arts,cet,22,51.73,9,0.19,rejected,no
6887,20,other,obc,rajasthan,agriculture,cet,84,60.45,7,0.259,rejected,no
6888,18,other,ews,uttar pradesh,science,none,0,63.74,8,0.245,rejected,no
6889,17,other,general,odisha,science,none,0,59.08,2,0.102,rejected,no
6890,20,male,general,jharkhand,management,none,0,72.36,1,0.18,rejected,no
6891,17,male,general,chhattisgarh,arts,none,0,78.84,10,0.39,admitted,yes
6892,18,male,st,manipur,management,cet,137,57.92,8,0.295,rejected,no
6893,17,other,obc,kerala,science,none,0,83.08,10,0.421,admitted,yes
6894,19,male,general,gujarat,engineering,jee,57,89.4,2,0.36,admitted,yes
6895,19,other,st,jharkhand,pharmacy,cet,151,98.63,2,0.491,admitted,yes
6896,20,male,obc,uttar pradesh,law,none,0,89.25,8,0.43,rejected,no
6897,18,female,st,chhattisgarh,agriculture,cet,15,85.8,3,0.324,rejected,no
6898,18,male,sc,gujarat,management,none,0,55.5,6,0.148,admitted,no
6899,20,female,general,jharkhand,arts,none,0,86.4,3,0.318,rejected,no
6900,20,other,st,telangana,medical,neet,362,84.32,7,0.62,admitted,no
6901,17,male,ews,jharkhand,pharmacy,cet,128,70.78,0,0.237,rejected,no
6902,19,female,obc,haryana,computer applications,none,0,98.76,6,0.463,rejected,no
6903,20,male,ews,haryana,commerce,none,0,62.06,4,0.16,rejected,no
6904,19,male,obc,tripura,architecture,cet,163,90.31,3,0.456,admitted,yes
6905,19,other,obc,jharkhand,engineering,jee,59,81.4,3,0.322,rejected,no
6906,17,female,general,jharkhand,management,none,0,66.13,9,0.28,rejected,no
6907,17,female,obc,jharkhand,agriculture,cet,167,95.2,6,0.549,rejected,no
6908,17,male,obc,tamil nadu,commerce,none,0,64.1,10,0.283,rejected,no
6909,17,male,st,odisha,management,none,0,55.99,2,0.079,rejected,no
6910,20,female,general,meghalaya,management,none,0,96.41,7,0.464,rejected,no
6911,19,male,sc,goa,science,none,0,68.64,1,0.153,rejected,no
6912,20,other,obc,assam,science,none,0,62.43,2,0.126,rejected,no
6913,18,male,general,assam,arts,none,0,63.75,6,0.208,rejected,no
6914,20,other,ews,haryana,agriculture,cet,14,56.79,3,0.113,rejected,no
6915,17,male,sc,rajasthan,arts,cet,89,88.13,7,0.463,rejected,no
6916,20,female,obc,punjab,science,none,0,63.89,0,0.1,rejected,no
6917,17,male,st,rajasthan,commerce,none,0,50.66,4,0.077,rejected,no
6918,17,male,ews,nagaland,commerce,none,0,99.53,4,0.434,admitted,yes
6919,17,female,obc,maharashtra,pharmacy,cet,127,85.31,7,0.469,admitted,yes
6920,20,male,obc,jharkhand,management,none,0,51.74,9,0.176,rejected,no
6921,18,male,st,odisha,commerce,cet,78,98.3,4,0.475,rejected,no
6922,18,other,sc,goa,arts,none,0,94.77,7,0.452,rejected,no
6923,18,female,st,arunachal pradesh,law,cet,124,79.02,4,0.366,admitted,no
6924,20,female,general,sikkim,commerce,none,0,76.5,3,0.246,rejected,no
6925,18,female,ews,madhya pradesh,law,cet,33,71.28,2,0.213,rejected,no
6926,17,female,general,mizoram,engineering,jee,159,82.45,0,0.342,admitted,no
6927,18,female,obc,tripura,arts,none,0,53.72,0,0.04199,rejected,no
6928,18,other,st,nagaland,computer applications,cet,186,96.1,3,0.514,rejected,no
6929,19,female,sc,punjab,law,none,0,50.78,4,0.078,rejected,no
6930,20,female,obc,madhya pradesh,law,none,0,52.61,0,0.04199,rejected,no
6931,17,male,ews,himachal pradesh,architecture,none,0,92.49,4,0.381,rejected,no
6932,20,other,obc,jharkhand,arts,cet,151,83.72,8,0.491,rejected,no
6933,17,female,st,telangana,law,none,0,71.81,10,0.339,rejected,no
6934,19,female,sc,jharkhand,science,none,0,61.16,10,0.262,rejected,no
6935,18,other,sc,tripura,computer applications,none,0,77.4,2,0.235,rejected,no
6936,18,male,st,andhra pradesh,pharmacy,cet,181,84.82,2,0.411,admitted,no
6937,18,male,obc,haryana,engineering,jee,107,57.69,7,0.255,admitted,no
6938,18,male,obc,tripura,pharmacy,cet,35,91.65,3,0.38,admitted,yes
6939,20,male,st,meghalaya,arts,cet,103,53.67,0,0.096,rejected,no
